	F01	F02	F03	F04	F05	F06
GO:0050504	0	0	0	0	1	4
GO:0050510	0	1	0	3	1	2
GO:0050511	14	16	17	18	24	31
GO:0050514	0	0	0	1	0	0
GO:0050515	6	9	9	14	21	22
GO:0050518	6	14	6	18	18	27
GO:0050520	3	3	1	2	1	1
GO:0050526	4	3	3	3	2	1
GO:0050527	0	0	0	0	1	0
GO:0050531	2	2	4	3	3	4
GO:0050532	2	2	5	8	8	4
GO:0050538	7	6	7	10	8	7
GO:0050540	3	0	1	0	1	0
GO:0050545	16	16	5	15	21	21
GO:0050549	6	8	5	4	2	4
GO:0050555	1	0	0	0	0	0
GO:0050560	11	14	7	18	32	45
GO:0050563	2	2	1	1	0	0
GO:0050564	0	0	0	1	0	0
GO:0050566	18	23	20	37	38	62
GO:0050567	49	56	46	88	88	118
GO:0050568	2	9	10	36	17	15
GO:0050569	0	0	0	1	1	0
GO:0050570	12	8	9	9	10	9
GO:0050574	1	0	0	1	1	0
GO:0050575	0	0	1	1	1	0
GO:0050577	2	3	1	9	12	10
GO:0050583	2	11	16	54	113	182
GO:0050605	0	3	2	8	10	13
GO:0050606	3	2	1	0	0	0
GO:0050607	0	1	3	0	0	0
GO:0050608	0	1	2	1	0	0
GO:0050610	1	2	1	0	0	0
GO:0050611	11	15	2	2	2	0
GO:0050613	1	0	0	0	0	0
GO:0050614	0	1	0	1	0	0
GO:0050622	4	6	0	3	9	11
GO:0050625	0	0	1	2	0	0
GO:0050626	1	0	0	2	1	2
GO:0050627	0	0	0	3	3	5
GO:0050632	3	1	2	4	5	9
GO:0050633	4	2	2	4	5	9
GO:0050640	1	1	0	3	3	4
GO:0050650	1	2	1	1	1	6
GO:0050656	0	1	1	2	1	1
GO:0050658	1	0	0	0	0	0
GO:0050659	0	1	1	0	0	0
GO:0050660	395	400	344	675	676	826
GO:0050661	265	276	225	430	446	528
GO:0050664	1	3	4	0	1	1
GO:0050665	3	4	4	5	4	1
GO:0050666	0	0	1	0	0	0
GO:0050667	2	6	5	11	13	9
GO:0050679	0	0	0	0	1	1
GO:0050680	2	1	2	3	2	2
GO:0050681	0	0	0	0	1	0
GO:0050685	0	0	0	1	0	0
GO:0050687	0	0	0	1	1	2
GO:0050695	9	1	2	6	6	9
GO:0050708	1	1	0	3	0	0
GO:0050709	0	0	0	2	0	0
GO:0050714	0	0	0	2	0	1
GO:0050727	0	0	2	1	4	1
GO:0050728	1	0	1	1	6	5
GO:0050729	4	2	2	3	2	3
GO:0050766	1	2	1	4	2	1
GO:0050767	0	0	0	0	1	0
GO:0050769	0	0	0	0	1	0
GO:0050773	3	2	2	2	2	2
GO:0050778	0	0	0	1	0	0
GO:0050784	0	4	1	11	5	7
GO:0050787	9	13	8	15	8	10
GO:0050790	1	1	0	3	0	0
GO:0050796	0	0	0	2	0	0
GO:0050797	9	7	7	15	11	12
GO:0050804	2	1	2	0	3	0
GO:0050805	0	0	1	0	0	0
GO:0050807	1	0	1	0	2	0
GO:0050808	2	2	0	1	2	1
GO:0050821	14	18	13	19	21	29
GO:0050829	0	0	2	0	3	4
GO:0050830	0	1	1	3	3	1
GO:0050832	4	5	2	5	5	7
GO:0050833	0	0	0	1	0	0
GO:0050840	0	1	0	0	0	1
GO:0050843	1	0	1	2	4	7
GO:0050845	1	5	3	5	4	3
GO:0050848	2	1	0	0	0	1
GO:0050850	0	0	1	0	0	0
GO:0050852	0	0	0	1	0	0
GO:0050873	0	0	0	0	1	1
GO:0050877	0	1	1	0	0	1
GO:0050890	0	1	1	1	1	0
GO:0050891	1	0	0	1	0	0
GO:0050892	0	0	1	0	0	0
GO:0050893	0	1	0	1	2	0
GO:0050896	1	2	3	4	3	1
GO:0050897	53	68	83	172	185	223
GO:0050899	3	1	0	0	0	0
GO:0050900	2	1	2	0	1	0
GO:0050901	0	0	1	0	0	0
GO:0050905	0	0	1	2	1	1
GO:0050907	0	1	0	0	0	0
GO:0050908	0	1	1	0	0	0
GO:0050911	0	1	0	0	0	0
GO:0050918	2	0	2	9	6	4
GO:0050919	0	1	1	1	0	2
GO:0050920	0	1	1	3	1	1
GO:0050921	4	2	4	1	0	0
GO:0050965	1	0	1	0	0	0
GO:0050966	0	0	0	0	0	1
GO:0050976	0	0	0	1	0	1
GO:0050982	0	0	0	0	1	2
GO:0050992	11	14	13	23	20	30
GO:0051007	6	8	2	5	2	3
GO:0051009	8	4	2	9	11	5
GO:0051013	0	0	0	1	0	1
GO:0051015	5	3	5	4	2	1
GO:0051017	4	1	3	3	1	0
GO:0051019	1	0	0	0	2	1
GO:0051020	0	0	0	1	0	0
GO:0051028	1	0	0	2	0	0
GO:0051031	1	0	0	0	0	0
GO:0051044	0	0	0	3	1	0
GO:0051045	0	0	1	0	1	1
GO:0051047	0	0	0	3	1	0
GO:0051053	1	0	0	0	0	0
GO:0051060	0	1	0	0	1	1
GO:0051068	0	0	0	1	0	0
GO:0051073	2	1	0	6	9	12
GO:0051075	0	0	0	0	1	1
GO:0051082	105	121	95	194	181	210
GO:0051083	0	1	0	2	0	2
GO:0051085	6	9	6	13	11	13
GO:0051087	34	33	31	49	39	61
GO:0051090	0	0	0	0	1	1
GO:0051091	0	0	0	1	0	1
GO:0051092	1	1	2	2	2	2
GO:0051096	4	4	6	4	7	3
GO:0051108	4	6	1	3	3	5
GO:0051109	4	6	1	3	3	5
GO:0051116	7	1	3	5	3	4
GO:0051117	1	3	3	13	16	22
GO:0051124	1	1	0	0	1	1
GO:0051131	3	3	2	1	1	1
GO:0051144	1	1	2	2	1	1
GO:0051150	0	0	0	0	0	1
GO:0051156	1	0	0	1	4	1
GO:0051157	0	0	0	0	2	6
GO:0051160	1	1	1	0	0	5
GO:0051205	24	31	22	41	26	33
GO:0051208	0	0	0	0	1	0
GO:0051209	0	0	0	0	0	1
GO:0051213	31	22	10	7	0	2
GO:0051216	1	2	1	4	3	10
GO:0051219	0	0	0	0	1	0
GO:0051223	1	0	1	0	2	0
GO:0051224	2	1	2	1	1	1
GO:0051228	0	0	0	2	0	0
GO:0051233	4	4	5	1	1	0
GO:0051252	1	1	1	0	0	0
GO:0051258	15	12	12	30	27	53
GO:0051259	11	16	8	23	25	13
GO:0051260	6	6	7	19	31	49
GO:0051262	10	4	6	8	2	3
GO:0051266	10	10	9	15	16	17
GO:0051271	0	0	0	1	2	1
GO:0051276	1	1	0	2	0	0
GO:0051285	0	0	0	1	0	0
GO:0051286	0	0	0	1	1	1
GO:0051287	330	384	284	604	726	899
GO:0051289	41	28	28	47	36	37
GO:0051290	3	9	8	14	9	17
GO:0051291	1	3	1	6	9	10
GO:0051301	313	314	296	532	491	602
GO:0051302	1	1	1	0	1	0
GO:0051304	10	12	7	23	20	21
GO:0051321	2	2	3	3	3	3
GO:0051344	0	1	0	0	0	0
GO:0051345	8	7	6	7	6	3
GO:0051346	5	4	2	1	1	2
GO:0051349	0	0	0	1	0	0
GO:0051350	2	1	1	0	0	0
GO:0051353	3	1	1	0	0	0
GO:0051354	0	0	0	0	1	0
GO:0051371	0	0	0	1	0	0
GO:0051377	0	1	0	0	0	0
GO:0051384	5	4	1	9	0	4
GO:0051389	0	0	0	0	0	1
GO:0051391	1	0	0	3	7	8
GO:0051402	0	0	0	0	0	1
GO:0051409	5	3	1	3	2	0
GO:0051410	1	2	4	0	3	5
GO:0051412	1	1	0	1	0	1
GO:0051414	0	0	0	0	0	1
GO:0051438	0	1	0	0	0	0
GO:0051444	0	0	0	0	1	0
GO:0051447	1	0	0	0	0	1
GO:0051451	0	0	1	0	0	0
GO:0051453	8	5	4	7	7	2
GO:0051457	3	1	0	1	2	0
GO:0051470	1	0	0	0	0	0
GO:0051476	0	0	0	1	0	0
GO:0051478	0	0	1	2	6	2
GO:0051479	2	1	5	3	4	8
GO:0051484	0	0	0	1	0	1
GO:0051491	1	0	0	1	3	3
GO:0051492	3	1	1	0	1	1
GO:0051496	1	1	1	1	0	0
GO:0051499	12	10	12	18	27	30
GO:0051500	0	0	1	3	0	1
GO:0051507	0	0	0	1	1	1
GO:0051512	0	0	1	0	0	0
GO:0051519	0	0	0	1	0	0
GO:0051523	0	0	0	1	0	0
GO:0051536	77	90	72	158	131	199
GO:0051537	279	270	220	451	527	622
GO:0051538	59	77	68	125	116	98
GO:0051539	651	922	832	2234	2725	3370
GO:0051540	0	0	1	0	0	3
GO:0051555	0	1	1	1	0	0
GO:0051568	1	0	1	2	2	0
GO:0051569	0	0	0	1	1	1
GO:0051571	0	0	1	1	1	0
GO:0051572	0	0	0	0	2	1
GO:0051573	0	0	1	0	0	0
GO:0051574	0	0	0	1	0	0
GO:0051583	0	0	0	0	1	0
GO:0051589	0	0	0	0	1	0
GO:0051591	4	6	3	1	0	3
GO:0051592	1	0	0	1	0	2
GO:0051593	0	0	1	1	0	1
GO:0051595	1	1	1	2	1	1
GO:0051596	2	2	0	3	2	8
GO:0051597	3	1	0	4	3	3
GO:0051599	0	0	0	1	0	1
GO:0051600	0	0	0	1	0	0
GO:0051602	0	0	0	1	0	0
GO:0051603	15	26	22	42	23	30
GO:0051604	10	14	9	48	97	139
GO:0051606	1	0	0	0	1	1
GO:0051607	4	3	6	5	12	14
GO:0051608	0	0	1	0	0	0
GO:0051610	0	0	0	0	1	0
GO:0051642	0	0	0	0	1	1
GO:0051646	0	0	0	0	1	1
GO:0051649	0	1	1	2	0	1
GO:0051661	0	0	0	0	1	2
GO:0051666	4	1	3	3	1	0
GO:0051669	0	0	0	2	2	1
GO:0051672	1	2	0	0	0	1
GO:0051682	0	0	0	0	1	0
GO:0051692	0	0	0	0	2	0
GO:0051699	1	1	0	1	1	0
GO:0051701	0	2	0	4	2	2
GO:0051707	1	3	0	0	0	0
GO:0051721	3	0	1	5	7	8
GO:0051725	0	1	0	0	0	0
GO:0051731	0	1	0	1	2	4
GO:0051740	2	2	2	2	0	1
GO:0051741	0	3	0	3	1	2
GO:0051742	0	3	0	3	1	2
GO:0051744	0	0	0	0	0	2
GO:0051745	6	11	8	20	16	27
GO:0051747	0	0	0	0	0	3
GO:0051750	1	2	4	1	1	2
GO:0051753	1	2	2	4	4	6
GO:0051770	0	0	0	1	0	0
GO:0051775	4	5	7	16	18	23
GO:0051776	0	0	2	2	1	0
GO:0051781	0	1	2	5	5	2
GO:0051782	12	18	7	38	51	84
GO:0051784	0	0	1	2	1	0
GO:0051786	0	1	2	6	4	4
GO:0051787	1	1	1	1	2	2
GO:0051788	0	0	0	0	1	1
GO:0051790	0	0	0	1	0	0
GO:0051791	0	0	1	5	1	1
GO:0051792	5	3	3	5	3	2
GO:0051793	5	3	4	11	6	8
GO:0051864	1	1	0	0	0	0
GO:0051872	0	0	0	0	1	1
GO:0051879	2	3	3	1	2	2
GO:0051880	1	1	0	1	0	0
GO:0051881	4	7	5	1	2	0
GO:0051893	0	0	1	0	0	0
GO:0051894	1	1	2	1	0	0
GO:0051897	0	0	0	1	0	1
GO:0051898	0	2	0	1	0	1
GO:0051899	0	0	0	1	2	0
GO:0051900	0	0	0	0	1	0
GO:0051903	4	3	3	3	6	8
GO:0051907	11	5	2	5	0	1
GO:0051908	0	0	0	1	2	1
GO:0051911	8	3	6	18	18	28
GO:0051912	2	6	17	66	110	174
GO:0051920	14	14	12	24	23	14
GO:0051923	6	1	0	4	2	1
GO:0051930	0	0	2	1	1	0
GO:0051932	0	1	0	0	0	0
GO:0051938	4	5	5	8	10	11
GO:0051957	0	0	0	2	1	0
GO:0051966	0	0	1	0	0	0
GO:0051968	0	1	0	0	0	0
GO:0051972	0	0	0	1	0	0
GO:0051973	0	0	0	1	0	0
GO:0051974	0	0	0	1	0	0
GO:0051978	0	2	0	1	0	0
GO:0051979	0	0	0	1	0	1
GO:0051983	0	0	0	1	0	0
GO:0051984	0	0	0	0	0	1
GO:0051989	2	4	5	5	1	1
GO:0051990	5	4	4	4	1	1
GO:0051991	14	16	17	18	24	31
GO:0051992	14	16	15	23	24	29
GO:0051996	8	11	6	8	7	8
GO:0051997	3	0	2	0	0	0
GO:0051998	0	0	0	1	3	3
GO:0052151	2	1	1	1	1	1
GO:0052170	0	0	1	0	2	1
GO:0052179	0	0	0	2	0	0
GO:0052315	0	0	0	1	0	0
GO:0052324	0	0	0	0	1	0
GO:0052381	10	10	12	18	20	35
GO:0052543	0	0	0	0	1	1
GO:0052544	0	1	0	1	0	1
GO:0052547	12	9	8	19	13	19
GO:0052548	0	0	0	0	1	0
GO:0052562	3	5	1	3	3	1
GO:0052572	1	3	0	0	0	0
GO:0052588	0	0	2	1	1	1
GO:0052590	1	2	0	0	0	0
GO:0052591	6	7	7	19	18	17
GO:0052592	0	3	3	12	16	19
GO:0052593	1	0	0	0	0	0
GO:0052594	1	0	0	0	0	0
GO:0052595	1	0	0	0	0	0
GO:0052596	1	0	0	0	0	0
GO:0052605	0	0	1	0	0	0
GO:0052614	2	2	1	1	0	0
GO:0052618	8	6	4	15	15	23
GO:0052619	8	6	4	13	12	18
GO:0052621	53	57	41	81	67	52
GO:0052624	0	1	2	2	1	0
GO:0052625	0	0	0	0	0	2
GO:0052626	0	0	0	0	0	2
GO:0052627	0	0	0	0	0	2
GO:0052628	0	0	0	0	0	2
GO:0052630	1	1	1	3	2	11
GO:0052636	0	0	0	1	0	1
GO:0052642	0	0	2	2	3	1
GO:0052645	20	20	9	19	20	28
GO:0052650	9	10	6	6	8	6
GO:0052651	1	0	4	2	2	1
GO:0052654	26	24	26	36	46	53
GO:0052655	26	24	26	36	46	53
GO:0052656	26	24	26	36	46	53
GO:0052657	11	17	19	38	42	32
GO:0052660	0	0	0	1	2	2
GO:0052661	0	0	0	1	2	2
GO:0052665	2	1	2	3	3	4
GO:0052666	0	0	1	2	2	2
GO:0052667	2	0	1	0	0	0
GO:0052677	0	1	0	0	2	4
GO:0052684	0	3	1	2	7	11
GO:0052689	41	30	20	47	40	34
GO:0052691	0	0	0	0	0	1
GO:0052692	1	0	0	7	10	17
GO:0052693	7	11	8	43	43	65
GO:0052695	1	1	1	1	0	0
GO:0052699	0	1	1	1	0	1
GO:0052704	8	14	12	12	4	4
GO:0052707	4	5	6	10	3	3
GO:0052716	0	2	0	1	0	1
GO:0052717	11	6	9	18	14	11
GO:0052729	3	3	1	1	0	0
GO:0052730	6	4	1	4	2	1
GO:0052734	0	0	0	0	1	1
GO:0052737	0	1	0	0	0	1
GO:0052739	0	1	0	2	1	0
GO:0052740	0	1	0	2	1	0
GO:0052749	9	22	7	14	10	12
GO:0052761	0	0	0	0	2	2
GO:0052794	0	0	0	1	3	1
GO:0052795	0	0	0	1	3	1
GO:0052796	0	0	0	1	3	1
GO:0052804	0	1	0	0	0	0
GO:0052808	8	3	2	7	7	4
GO:0052814	0	0	1	0	0	0
GO:0052815	0	0	0	0	1	0
GO:0052820	3	4	0	6	4	1
GO:0052821	6	9	5	12	12	9
GO:0052822	6	9	5	12	12	9
GO:0052823	2	4	0	1	2	0
GO:0052829	0	0	0	0	2	1
GO:0052832	18	22	10	27	20	24
GO:0052833	18	22	10	27	20	24
GO:0052834	3	5	1	4	6	4
GO:0052837	4	0	1	4	13	32
GO:0052851	10	6	5	6	1	1
GO:0052852	5	8	6	10	6	5
GO:0052853	5	8	6	10	6	5
GO:0052854	5	8	6	10	6	5
GO:0052855	13	12	7	19	33	42
GO:0052856	14	16	10	23	38	42
GO:0052857	14	16	10	23	38	42
GO:0052858	0	1	1	0	0	1
GO:0052865	12	10	10	22	19	37
GO:0052869	2	1	1	1	0	0
GO:0052873	3	6	3	2	0	4
GO:0052874	1	7	3	2	0	1
GO:0052875	0	0	0	0	1	0
GO:0052876	0	1	1	0	0	0
GO:0052881	5	1	0	0	0	0
GO:0052883	0	1	1	0	0	0
GO:0052886	0	0	0	2	0	1
GO:0052887	0	0	0	2	0	1
GO:0052889	0	0	0	1	0	1
GO:0052890	13	9	12	11	5	6
GO:0052894	3	4	0	1	1	0
GO:0052895	0	1	0	0	0	0
GO:0052901	4	4	1	1	1	0
GO:0052902	1	2	1	0	0	0
GO:0052903	1	1	1	0	0	0
GO:0052904	1	0	0	0	0	0
GO:0052906	7	13	7	26	30	42
GO:0052908	7	11	10	17	22	20
GO:0052910	0	0	0	0	0	1
GO:0052913	5	6	5	4	2	1
GO:0052914	0	0	0	1	0	1
GO:0052915	0	1	1	2	2	2
GO:0052922	1	1	0	0	0	0
GO:0052923	0	1	4	4	0	0
GO:0052924	0	0	1	1	0	1
GO:0052927	6	5	3	14	9	12
GO:0052928	6	5	3	14	9	12
GO:0052929	6	5	3	14	9	12
GO:0052935	1	2	2	1	1	0
GO:0055003	0	0	0	1	0	0
GO:0055007	0	0	1	3	0	2
GO:0055008	0	0	0	1	0	0
GO:0055035	0	2	3	3	1	4
GO:0055036	6	6	4	3	4	5
GO:0055037	1	1	0	3	5	3
GO:0055038	1	3	0	4	6	6
GO:0055040	0	0	0	1	16	5
GO:0055041	0	3	2	1	2	2
GO:0055046	0	2	2	2	2	0
GO:0055052	7	8	10	18	27	37
GO:0055056	1	1	2	1	0	0
GO:0055062	1	5	1	4	3	2
GO:0055064	1	1	0	2	0	0
GO:0055065	1	1	0	0	0	0
GO:0055070	2	3	3	0	1	1
GO:0055071	0	0	0	0	0	1
GO:0055072	47	40	45	76	92	128
GO:0055075	1	1	0	2	0	0
GO:0055085	434	430	331	713	934	1315
GO:0055086	0	0	0	1	0	0
GO:0055087	1	2	0	1	0	0
GO:0055088	1	2	1	1	3	1
GO:0055089	0	0	0	1	0	0
GO:0055091	0	0	0	0	1	0
GO:0055092	0	0	1	0	0	0
GO:0055120	0	1	0	1	0	0
GO:0055123	1	0	0	1	1	0
GO:0055129	39	40	39	69	76	91
GO:0055130	8	7	4	2	3	2
GO:0055131	1	1	1	0	1	1
GO:0060003	0	1	2	2	4	4
GO:0060009	0	1	1	0	0	0
GO:0060013	1	2	0	1	2	1
GO:0060020	0	1	0	1	0	0
GO:0060021	0	0	0	1	0	0
GO:0060026	0	0	0	1	0	0
GO:0060037	0	0	0	1	0	0
GO:0060038	0	0	0	1	0	0
GO:0060041	1	1	0	1	2	1
GO:0060047	1	2	0	1	3	2
GO:0060048	0	0	0	1	0	0
GO:0060049	0	0	0	2	1	2
GO:0060059	0	0	0	1	0	0
GO:0060070	0	0	0	1	0	0
GO:0060077	0	1	0	0	0	0
GO:0060078	0	1	0	0	0	0
GO:0060081	0	0	0	0	1	0
GO:0060087	1	0	0	0	1	0
GO:0060090	2	3	4	11	8	9
GO:0060091	0	0	0	1	0	0
GO:0060122	0	0	0	1	1	0
GO:0060135	1	1	0	4	0	0
GO:0060170	3	1	0	2	2	1
GO:0060173	2	1	1	3	2	0
GO:0060177	0	0	0	0	1	0
GO:0060180	0	0	0	0	1	0
GO:0060187	0	1	1	0	3	1
GO:0060195	0	0	0	0	0	1
GO:0060205	0	0	0	0	1	0
GO:0060211	0	0	0	1	0	0
GO:0060212	0	0	0	2	2	1
GO:0060216	0	0	0	1	1	0
GO:0060236	0	0	0	0	1	2
GO:0060237	1	0	0	0	0	0
GO:0060241	0	0	2	4	2	3
GO:0060250	0	0	1	0	0	0
GO:0060259	0	0	0	1	0	0
GO:0060261	1	0	0	0	0	0
GO:0060271	0	0	0	4	2	3
GO:0060274	10	13	8	14	14	19
GO:0060282	0	0	0	1	0	1
GO:0060290	0	0	0	1	0	0
GO:0060291	1	3	0	1	2	1
GO:0060292	1	1	1	1	1	1
GO:0060296	3	0	0	1	2	0
GO:0060298	0	0	0	1	0	0
GO:0060303	0	0	0	1	0	1
GO:0060315	1	2	0	0	0	0
GO:0060316	1	2	0	0	0	0
GO:0060319	0	0	1	0	0	0
GO:0060322	0	0	0	0	1	0
GO:0060324	3	0	0	0	1	0
GO:0060325	0	0	0	1	0	0
GO:0060342	1	1	0	0	1	0
GO:0060348	0	0	0	1	0	0
GO:0060349	0	0	0	2	1	0
GO:0060354	1	0	0	1	0	0
GO:0060359	5	2	2	5	5	8
GO:0060391	0	0	0	1	0	1
GO:0060394	0	0	0	0	0	1
GO:0060395	1	0	0	1	0	0
GO:0060411	0	0	0	1	0	0
GO:0060416	0	4	1	2	2	1
GO:0060426	0	0	0	1	0	0
GO:0060428	0	0	0	0	1	2
GO:0060441	0	0	0	0	0	1
GO:0060444	0	0	0	1	0	0
GO:0060447	0	0	0	0	1	1
GO:0060452	0	0	0	2	1	0
GO:0060471	0	0	0	0	0	1
GO:0060473	0	0	0	0	0	1
GO:0060491	9	6	7	9	2	3
GO:0060535	0	0	0	1	0	0
GO:0060544	0	0	0	0	0	1
GO:0060548	3	2	2	1	2	1
GO:0060567	0	0	2	5	8	12
GO:0060586	0	0	0	0	1	0
GO:0060612	0	0	0	0	1	1
GO:0060613	3	0	0	0	1	0
GO:0060627	0	0	0	0	1	0
GO:0060632	0	0	0	0	1	0
GO:0060674	0	0	0	0	1	2
GO:0060701	0	0	0	0	1	0
GO:0060716	0	0	0	0	0	2
GO:0060718	0	0	0	0	1	1
GO:0060744	0	0	0	0	0	1
GO:0060749	0	0	0	0	0	1
GO:0060762	0	0	0	0	0	1
GO:0060765	0	0	0	0	2	0
GO:0060816	1	1	0	0	0	0
GO:0060907	0	1	0	0	0	0
GO:0060914	0	0	0	1	0	0
GO:0060918	0	1	1	2	2	3
GO:0060976	1	1	1	1	0	0
GO:0060978	0	0	0	0	1	0
GO:0060996	0	0	0	1	0	0
GO:0060997	0	1	0	0	1	1
GO:0060999	0	1	0	0	0	0
GO:0061024	0	0	0	1	1	1
GO:0061028	2	2	2	3	1	2
GO:0061049	0	0	0	0	1	0
GO:0061053	0	0	0	1	1	2
GO:0061059	0	1	0	0	0	0
GO:0061060	0	0	1	2	1	1
GO:0061062	0	0	1	0	0	0
GO:0061065	0	0	0	0	0	2
GO:0061074	0	0	0	0	0	2
GO:0061077	34	28	15	39	31	44
GO:0061087	0	2	0	0	0	0
GO:0061088	0	1	0	0	0	0
GO:0061092	0	0	0	0	1	0
GO:0061098	0	0	0	0	1	0
GO:0061136	0	3	3	1	1	3
GO:0061157	2	1	3	3	2	1
GO:0061179	1	1	1	1	0	0
GO:0061351	0	0	0	1	0	0
GO:0061357	1	0	0	0	0	2
GO:0061370	0	0	0	1	0	0
GO:0061406	1	0	0	2	2	1
GO:0061412	0	0	1	0	0	0
GO:0061431	0	0	1	1	0	0
GO:0061436	0	1	0	0	0	0
GO:0061448	0	1	0	0	0	0
GO:0061462	0	1	1	3	2	4
GO:0061463	3	1	2	2	4	4
GO:0061473	0	0	0	2	2	1
GO:0061483	0	0	1	0	0	0
GO:0061503	1	1	1	1	0	0
GO:0061504	1	1	1	1	0	0
GO:0061512	0	1	0	2	1	0
GO:0061513	0	0	0	0	0	1
GO:0061522	2	5	2	6	3	4
GO:0061578	0	0	0	1	0	0
GO:0061579	0	0	1	0	0	0
GO:0061594	2	1	2	6	1	7
GO:0061595	0	0	0	0	0	2
GO:0061596	1	0	1	0	0	0
GO:0061598	10	17	21	46	49	62
GO:0061599	14	18	24	49	53	64
GO:0061602	1	1	0	3	5	5
GO:0061603	8	14	5	19	28	34
GO:0061604	1	0	1	2	3	4
GO:0061605	5	11	10	16	15	30
GO:0061610	0	0	0	1	1	3
GO:0061621	1	3	6	4	9	4
GO:0061623	0	0	0	1	0	2
GO:0061624	1	1	1	1	0	0
GO:0061625	1	1	1	1	0	0
GO:0061627	16	13	15	40	45	44
GO:0061630	3	1	2	5	7	4
GO:0061631	0	0	0	1	1	0
GO:0061634	0	0	0	1	2	4
GO:0061635	0	0	0	0	1	0
GO:0061657	0	0	0	1	0	0
GO:0061672	0	1	0	1	0	0
GO:0061686	0	0	0	0	1	0
GO:0061688	0	1	0	0	0	0
GO:0061692	1	0	0	1	0	0
GO:0061693	0	0	0	1	0	0
GO:0061694	0	0	0	1	0	0
GO:0061697	4	4	4	7	11	6
GO:0061698	4	4	4	7	11	6
GO:0061700	0	0	0	2	0	0
GO:0061709	0	1	1	1	0	0
GO:0061710	13	10	10	19	26	39
GO:0061711	13	12	9	22	26	41
GO:0061712	3	6	6	19	22	29
GO:0061720	3	1	3	6	2	8
GO:0061727	0	0	0	0	1	0
GO:0061732	0	0	0	1	0	2
GO:0061733	0	2	1	2	1	2
GO:0061734	0	0	0	0	1	1
GO:0061738	0	0	0	1	0	0
GO:0061740	0	0	0	1	0	0
GO:0061741	0	0	0	1	0	0
GO:0061744	1	2	0	1	2	1
GO:0061749	1	1	1	1	0	1
GO:0061798	16	19	15	34	34	35
GO:0061799	14	19	13	31	30	30
GO:0061809	0	0	1	0	0	1
GO:0061820	1	1	0	1	0	1
GO:0061821	1	1	0	1	0	0
GO:0061843	0	0	0	0	0	1
GO:0061849	1	1	0	1	0	0
GO:0061856	0	1	1	2	1	0
GO:0061928	5	8	1	2	0	0
GO:0061929	0	0	0	1	1	4
GO:0061939	0	0	0	0	0	1
GO:0061957	0	0	1	1	0	1
GO:0061981	3	4	5	6	5	4
GO:0062023	0	2	3	5	7	9
GO:0062034	2	4	0	0	0	0
GO:0062040	0	0	0	4	3	2
GO:0062046	1	1	0	0	0	0
GO:0062047	1	3	0	0	0	0
GO:0062112	1	1	0	2	0	0
GO:0062153	1	0	0	0	0	0
GO:0062157	2	1	1	0	0	0
GO:0062173	3	2	3	3	1	0
GO:0062192	0	0	0	0	4	7
GO:0062193	0	0	0	1	3	2
GO:0062234	1	1	2	1	0	0
GO:0065002	46	55	41	91	112	144
GO:0065003	1	1	0	1	3	2
GO:0070004	4	3	1	1	5	10
GO:0070006	47	41	43	81	61	82
GO:0070009	0	2	2	6	3	3
GO:0070012	1	4	1	5	2	1
GO:0070025	0	1	2	2	9	20
GO:0070026	0	1	1	0	0	0
GO:0070034	0	0	0	1	0	0
GO:0070037	2	0	0	3	4	6
GO:0070038	5	3	3	7	4	2
GO:0070039	8	2	5	5	2	4
GO:0070040	7	15	8	16	9	12
GO:0070041	6	4	5	7	3	2
GO:0070042	1	4	1	3	2	9
GO:0070043	7	5	9	16	11	19
GO:0070062	28	25	22	42	57	59
GO:0070063	10	13	12	22	27	35
GO:0070069	9	10	6	11	9	1
GO:0070070	0	0	0	0	1	0
GO:0070083	1	0	0	0	0	0
GO:0070084	14	12	16	27	25	43
GO:0070085	0	0	3	5	9	10
GO:0070088	4	4	0	0	0	2
GO:0070095	1	3	6	4	9	4
GO:0070098	2	1	1	5	3	0
GO:0070118	1	1	0	3	5	3
GO:0070122	5	8	4	15	12	14
GO:0070126	0	1	0	1	1	0
GO:0070131	1	0	0	0	0	0
GO:0070168	0	0	1	0	0	0
GO:0070177	0	0	0	1	0	0
GO:0070178	2	1	1	2	0	1
GO:0070179	3	3	4	6	3	3
GO:0070180	18	19	33	61	74	117
GO:0070181	11	11	8	19	16	23
GO:0070182	0	0	0	0	1	3
GO:0070189	0	1	1	0	3	1
GO:0070191	1	2	2	7	6	4
GO:0070192	0	0	0	2	0	0
GO:0070201	0	0	0	0	1	1
GO:0070204	1	4	2	5	0	1
GO:0070205	7	3	1	6	5	6
GO:0070206	1	3	2	8	5	3
GO:0070207	16	14	11	22	16	16
GO:0070208	0	0	0	1	0	1
GO:0070209	0	0	0	0	0	1
GO:0070210	0	0	1	0	1	0
GO:0070212	0	1	0	1	0	0
GO:0070221	3	5	5	13	14	6
GO:0070224	1	3	3	12	16	6
GO:0070225	0	0	1	2	1	2
GO:0070251	1	1	0	1	0	0
GO:0070262	2	1	1	1	0	1
GO:0070266	1	0	0	0	0	0
GO:0070268	0	1	0	0	0	0
GO:0070273	0	0	0	1	0	0
GO:0070279	0	0	0	1	1	1
GO:0070280	1	3	2	1	2	2
GO:0070286	0	1	0	0	0	0
GO:0070290	3	4	3	2	5	5
GO:0070291	5	2	0	0	0	3
GO:0070292	4	0	0	0	0	2
GO:0070293	0	0	0	0	0	1
