	F01	F02	F03	F04	F05	F06
GO:0070295	1	0	0	1	0	0
GO:0070297	4	8	5	12	7	13
GO:0070298	0	1	0	2	2	2
GO:0070301	5	2	7	6	5	5
GO:0070306	1	0	1	1	2	0
GO:0070314	2	2	2	2	2	1
GO:0070324	1	1	0	0	0	1
GO:0070327	2	3	0	0	0	3
GO:0070328	0	0	0	0	0	1
GO:0070335	2	1	2	1	0	3
GO:0070336	0	0	0	0	1	0
GO:0070337	1	1	0	1	0	0
GO:0070370	1	1	1	0	1	1
GO:0070371	0	1	0	1	0	0
GO:0070372	0	0	0	1	0	0
GO:0070373	1	0	0	3	0	1
GO:0070374	1	0	0	0	1	1
GO:0070390	0	0	0	1	0	0
GO:0070395	0	0	0	2	4	6
GO:0070401	10	15	6	28	16	19
GO:0070402	35	34	29	56	52	55
GO:0070403	73	85	72	152	158	190
GO:0070404	11	18	15	24	25	22
GO:0070406	0	1	1	0	0	0
GO:0070413	0	0	1	1	2	3
GO:0070415	1	0	0	1	0	0
GO:0070417	1	0	0	1	0	3
GO:0070424	0	0	0	0	0	1
GO:0070434	1	1	1	0	1	1
GO:0070455	1	2	2	2	1	0
GO:0070458	1	2	0	1	1	0
GO:0070469	45	51	50	93	43	20
GO:0070470	4	5	3	2	0	0
GO:0070475	35	44	32	64	51	80
GO:0070478	1	2	0	1	0	0
GO:0070481	0	2	0	3	1	5
GO:0070482	0	1	0	0	1	1
GO:0070490	9	13	7	10	6	14
GO:0070491	0	0	0	0	1	0
GO:0070497	4	11	6	19	15	26
GO:0070507	0	0	1	0	0	0
GO:0070524	0	0	0	1	0	1
GO:0070525	0	0	0	0	1	0
GO:0070527	1	0	1	0	2	0
GO:0070528	0	0	1	2	2	0
GO:0070530	1	3	2	2	1	1
GO:0070538	1	0	0	1	1	5
GO:0070542	1	1	1	0	0	1
GO:0070544	1	1	0	0	0	0
GO:0070545	1	0	0	0	0	0
GO:0070555	0	0	0	0	0	1
GO:0070566	0	1	0	0	2	4
GO:0070569	7	5	3	0	3	1
GO:0070573	18	16	22	61	63	57
GO:0070574	0	0	0	0	0	1
GO:0070577	0	0	1	1	1	0
GO:0070581	5	5	4	1	1	4
GO:0070584	0	0	0	1	3	4
GO:0070588	6	8	4	9	12	20
GO:0070611	0	0	1	1	2	1
GO:0070612	0	0	1	1	2	1
GO:0070613	0	0	0	1	0	0
GO:0070615	5	6	9	37	12	4
GO:0070626	11	17	11	28	27	33
GO:0070628	2	3	2	2	0	1
GO:0070633	0	1	0	3	1	0
GO:0070635	2	2	3	3	3	0
GO:0070636	2	2	3	3	3	0
GO:0070647	0	0	0	0	1	0
GO:0070651	0	0	0	1	1	0
GO:0070667	0	0	0	0	0	1
GO:0070674	0	2	0	0	0	0
GO:0070675	0	2	0	0	0	0
GO:0070677	8	7	8	18	22	24
GO:0070681	4	3	2	8	7	5
GO:0070689	1	3	3	5	8	7
GO:0070694	0	0	1	2	5	6
GO:0070716	0	0	0	0	0	1
GO:0070723	0	0	0	1	0	0
GO:0070726	1	0	1	6	7	11
GO:0070728	5	4	6	7	9	13
GO:0070730	0	0	0	1	0	0
GO:0070733	2	6	9	11	6	16
GO:0070777	1	2	0	1	2	1
GO:0070778	3	4	2	5	6	5
GO:0070779	3	3	0	2	2	2
GO:0070780	0	0	0	0	0	2
GO:0070813	4	8	7	11	9	6
GO:0070814	36	19	31	52	36	51
GO:0070816	0	0	0	1	1	0
GO:0070818	3	3	3	1	1	1
GO:0070819	0	0	2	1	1	2
GO:0070821	0	0	0	2	4	1
GO:0070829	0	0	0	1	1	2
GO:0070830	0	0	0	1	1	0
GO:0070832	0	0	0	0	0	1
GO:0070840	0	0	0	0	1	1
GO:0070842	0	0	0	0	1	1
GO:0070845	0	0	0	0	1	1
GO:0070846	0	0	0	0	1	1
GO:0070848	0	0	0	0	1	1
GO:0070863	0	0	0	0	1	0
GO:0070873	1	1	1	1	0	0
GO:0070894	2	1	3	1	1	1
GO:0070897	6	0	1	12	13	31
GO:0070901	3	2	3	3	1	0
GO:0070904	0	0	0	2	3	0
GO:0070905	4	5	4	14	5	9
GO:0070914	0	0	0	0	0	1
GO:0070916	0	1	0	0	0	0
GO:0070929	9	12	6	22	22	21
GO:0070930	0	0	1	0	0	0
GO:0070932	1	1	2	3	5	2
GO:0070933	1	1	2	2	3	1
GO:0070935	1	0	1	0	0	0
GO:0070948	0	0	0	1	1	0
GO:0070966	0	0	0	2	1	5
GO:0070967	23	29	9	23	18	17
GO:0070968	16	7	5	7	3	1
GO:0070971	0	0	0	0	1	0
GO:0070981	6	11	13	28	24	31
GO:0070986	0	0	0	0	0	1
GO:0070987	0	1	0	0	1	0
GO:0070989	0	0	0	0	0	1
GO:0070991	2	2	2	15	5	9
GO:0070994	0	0	0	0	1	0
GO:0070995	0	1	0	0	1	2
GO:0070997	1	2	1	1	2	1
GO:0071004	0	0	0	0	0	1
GO:0071005	0	0	0	0	0	1
GO:0071007	0	0	0	1	0	0
GO:0071011	0	0	0	0	0	1
GO:0071013	0	0	0	1	1	1
GO:0071014	0	0	0	2	1	1
GO:0071025	0	0	0	2	1	5
GO:0071028	1	0	0	1	0	0
GO:0071031	0	0	0	0	0	1
GO:0071033	1	0	0	1	0	0
GO:0071034	2	0	0	0	2	2
GO:0071035	1	0	0	1	2	1
GO:0071036	1	0	0	1	2	0
GO:0071037	1	0	0	1	2	0
GO:0071038	1	0	0	1	2	1
GO:0071039	1	0	0	1	2	0
GO:0071040	1	0	0	1	2	0
GO:0071042	1	0	0	1	1	1
GO:0071044	1	0	0	1	2	0
GO:0071046	0	0	0	0	1	0
GO:0071048	1	0	0	1	2	0
GO:0071049	1	0	0	1	0	1
GO:0071051	3	0	0	1	4	3
GO:0071071	3	0	1	4	5	9
GO:0071073	3	3	4	1	0	0
GO:0071107	0	4	1	2	2	1
GO:0071111	63	61	37	49	29	16
GO:0071139	0	0	0	0	1	1
GO:0071160	4	4	5	1	1	0
GO:0071161	4	4	5	1	1	0
GO:0071204	1	0	0	0	0	0
GO:0071211	0	0	0	1	0	0
GO:0071217	0	0	1	0	0	1
GO:0071218	1	1	1	3	4	5
GO:0071219	1	0	2	1	6	3
GO:0071222	2	2	2	3	6	4
GO:0071224	6	8	5	10	3	4
GO:0071230	3	1	3	9	9	9
GO:0071235	1	1	0	1	2	0
GO:0071236	14	26	16	37	21	27
GO:0071241	0	0	0	1	2	0
GO:0071242	1	2	0	1	2	1
GO:0071243	2	2	1	0	0	0
GO:0071248	0	4	2	5	2	1
GO:0071249	1	0	0	0	0	1
GO:0071250	3	1	0	0	0	1
GO:0071260	2	2	2	3	1	2
GO:0071266	12	15	11	22	34	44
GO:0071267	2	0	1	1	2	1
GO:0071268	3	5	1	1	1	2
GO:0071269	0	0	0	0	1	0
GO:0071271	1	0	0	1	2	3
GO:0071276	0	0	1	1	0	0
GO:0071277	3	5	3	10	7	5
GO:0071280	0	0	0	1	1	0
GO:0071281	2	7	6	9	4	5
GO:0071282	0	0	0	0	1	0
GO:0071284	11	11	7	22	26	36
GO:0071286	2	4	1	1	1	1
GO:0071287	0	2	1	0	0	0
GO:0071288	1	2	0	1	2	1
GO:0071289	0	2	1	0	0	0
GO:0071291	0	1	0	0	0	0
GO:0071292	0	2	1	1	1	0
GO:0071294	11	12	7	23	26	37
GO:0071300	0	0	0	0	0	1
GO:0071305	0	0	1	1	0	1
GO:0071310	4	2	3	0	0	0
GO:0071311	0	1	0	1	0	0
GO:0071314	2	2	0	2	2	1
GO:0071320	2	2	1	1	1	0
GO:0071321	2	3	2	3	1	2
GO:0071322	3	4	3	6	10	15
GO:0071333	2	1	0	1	4	3
GO:0071339	0	0	0	1	1	0
GO:0071346	2	0	1	2	6	3
GO:0071347	2	1	1	2	6	3
GO:0071353	0	0	0	0	0	1
GO:0071354	1	0	0	1	0	0
GO:0071356	1	1	1	1	6	4
GO:0071361	0	0	0	2	4	1
GO:0071364	0	0	0	1	0	1
GO:0071365	0	0	0	0	0	2
GO:0071368	0	0	0	1	2	0
GO:0071374	0	4	1	2	2	1
GO:0071377	0	0	0	1	2	1
GO:0071392	1	0	0	1	0	0
GO:0071393	1	0	1	1	6	3
GO:0071397	1	0	0	5	2	3
GO:0071401	0	0	0	3	1	0
GO:0071407	0	2	0	1	2	1
GO:0071420	0	1	0	0	0	0
GO:0071421	0	2	2	5	4	3
GO:0071422	0	1	1	1	4	0
GO:0071423	1	0	0	0	0	0
GO:0071424	14	15	16	21	24	42
GO:0071432	2	0	1	1	0	2
GO:0071440	0	0	0	1	1	0
GO:0071441	0	0	0	0	0	1
GO:0071447	1	0	0	0	0	0
GO:0071449	0	0	1	0	0	0
GO:0071451	3	1	1	1	2	2
GO:0071453	0	1	1	0	0	3
GO:0071454	3	0	4	0	0	0
GO:0071456	6	10	6	14	2	9
GO:0071465	0	0	0	4	0	0
GO:0071467	0	0	0	3	1	0
GO:0071468	0	0	0	0	0	1
GO:0071469	0	0	0	0	0	3
GO:0071470	8	8	6	12	2	3
GO:0071472	1	0	0	1	0	3
GO:0071474	9	14	7	25	15	20
GO:0071476	3	5	0	2	0	2
GO:0071477	1	1	0	1	0	0
GO:0071480	1	1	0	1	0	0
GO:0071482	0	0	0	1	1	1
GO:0071498	0	0	0	0	1	0
GO:0071500	2	1	0	0	0	0
GO:0071513	8	12	5	23	29	32
GO:0071518	0	1	1	2	2	2
GO:0071522	0	0	0	0	0	1
GO:0071524	0	0	1	9	11	10
GO:0071539	3	0	0	1	3	0
GO:0071542	0	0	0	1	0	0
GO:0071548	0	0	0	0	1	0
GO:0071555	425	454	403	725	652	754
GO:0071559	0	0	1	0	0	0
GO:0071560	1	1	3	1	0	0
GO:0071566	0	1	1	2	0	0
GO:0071569	0	1	1	3	0	0
GO:0071575	4	3	2	2	3	5
GO:0071577	5	8	3	16	21	9
GO:0071578	2	4	0	4	1	4
GO:0071585	0	0	0	0	0	1
GO:0071586	2	3	5	16	15	17
GO:0071596	2	2	1	2	1	1
GO:0071625	0	1	0	0	0	0
GO:0071627	0	0	0	0	0	1
GO:0071629	0	0	0	1	0	0
GO:0071630	0	0	0	1	0	0
GO:0071667	2	2	2	4	2	7
GO:0071669	0	0	0	0	0	1
GO:0071683	0	2	2	2	0	0
GO:0071701	0	0	0	0	1	0
GO:0071702	5	13	6	10	16	22
GO:0071704	0	0	0	1	0	3
GO:0071705	8	4	3	4	0	3
GO:0071712	0	0	0	3	0	1
GO:0071713	4	3	8	12	24	19
GO:0071731	0	1	0	0	0	0
GO:0071732	27	25	17	28	19	12
GO:0071766	1	2	0	3	0	1
GO:0071768	0	0	2	0	0	1
GO:0071770	0	1	0	0	0	0
GO:0071771	1	0	0	0	0	0
GO:0071793	10	13	6	36	31	39
GO:0071805	20	14	9	21	23	19
GO:0071838	0	0	0	0	1	0
GO:0071850	1	0	0	0	0	1
GO:0071851	2	0	0	0	0	2
GO:0071871	0	1	3	1	0	0
GO:0071890	3	2	4	4	4	4
GO:0071897	15	22	23	48	45	47
GO:0071901	0	0	0	1	0	0
GO:0071902	0	0	0	1	0	0
GO:0071915	4	1	2	5	1	3
GO:0071916	14	15	5	29	39	71
GO:0071918	0	0	2	0	0	0
GO:0071922	0	0	1	1	0	0
GO:0071932	0	0	0	0	0	1
GO:0071934	0	0	0	0	1	2
GO:0071936	0	0	0	1	0	0
GO:0071944	1	3	0	5	4	5
GO:0071949	189	159	154	256	271	310
GO:0071951	0	2	3	2	4	4
GO:0071963	5	3	3	4	3	6
GO:0071967	2	1	0	2	3	4
GO:0071972	14	14	15	31	22	29
GO:0071973	38	37	26	60	42	38
GO:0071977	11	11	11	6	8	3
GO:0071978	37	43	35	64	43	35
GO:0071985	0	0	0	0	1	1
GO:0071986	0	0	0	1	0	0
GO:0071996	0	0	0	0	0	1
GO:0072004	0	0	0	1	0	0
GO:0072137	0	0	0	0	1	0
GO:0072164	0	0	0	0	0	1
GO:0072177	0	0	0	0	1	2
GO:0072205	0	0	0	0	1	2
GO:0072218	0	0	0	0	1	2
GO:0072237	0	0	0	0	1	2
GO:0072287	0	0	0	0	1	2
GO:0072307	0	0	0	0	1	0
GO:0072327	0	0	0	1	0	0
GO:0072332	0	0	2	1	0	0
GO:0072340	0	0	0	1	2	2
GO:0072341	2	3	2	8	11	9
GO:0072344	7	9	6	11	9	16
GO:0072347	1	2	0	1	2	2
GO:0072350	0	4	1	2	2	1
GO:0072359	0	1	0	0	4	2
GO:0072375	0	2	1	0	0	0
GO:0072380	2	2	2	3	0	0
GO:0072425	0	0	0	1	0	0
GO:0072429	1	0	0	0	0	0
GO:0072488	0	0	0	0	1	0
GO:0072518	0	0	1	0	0	0
GO:0072531	2	1	0	1	0	2
GO:0072562	1	1	2	2	2	5
GO:0072573	1	0	1	1	6	3
GO:0072579	2	0	4	4	6	7
GO:0072582	0	1	0	3	2	2
GO:0072585	0	0	0	2	0	1
GO:0072590	0	0	0	0	1	0
GO:0072591	0	0	0	0	1	0
GO:0072592	0	1	4	4	4	3
GO:0072593	6	10	6	2	1	3
GO:0072598	0	0	0	0	0	1
GO:0072657	0	0	0	0	0	1
GO:0072659	2	3	3	11	3	8
GO:0072671	0	0	0	1	0	0
GO:0072686	0	4	2	4	7	5
GO:0072687	0	0	0	0	1	0
GO:0072697	0	1	0	0	1	1
GO:0072718	0	1	1	0	0	1
GO:0072734	0	4	1	2	2	1
GO:0072757	0	0	0	1	0	0
GO:0075306	0	3	1	2	0	2
GO:0075307	1	1	1	1	4	4
GO:0075512	1	1	0	1	1	1
GO:0075713	15	27	21	69	41	41
GO:0080001	0	0	1	0	0	0
GO:0080008	0	0	0	0	1	1
GO:0080019	1	2	1	2	0	0
GO:0080022	0	0	1	1	4	1
GO:0080023	1	0	2	0	0	0
GO:0080024	1	0	1	0	1	1
GO:0080026	1	0	1	0	1	1
GO:0080029	0	0	0	1	0	0
GO:0080030	18	15	8	10	8	10
GO:0080031	2	1	0	0	0	0
GO:0080032	2	1	0	0	0	0
GO:0080036	0	0	0	1	2	0
GO:0080040	3	4	5	13	16	14
GO:0080061	3	5	4	12	16	18
GO:0080090	0	0	0	1	0	0
GO:0080100	0	0	0	0	1	1
GO:0080109	20	17	9	0	1	0
GO:0080111	4	3	3	6	3	5
GO:0080113	0	0	0	2	2	0
GO:0080114	0	0	1	0	0	0
GO:0080118	1	0	0	0	0	0
GO:0080120	1	0	0	5	2	2
GO:0080123	0	1	0	0	1	2
GO:0080130	1	0	5	12	17	28
GO:0080132	1	1	1	1	2	0
GO:0080145	0	0	0	0	1	0
GO:0080146	14	14	8	16	22	20
GO:0080150	0	0	0	0	0	1
GO:0080156	0	1	0	0	0	0
GO:0080167	0	0	1	0	1	1
GO:0080176	0	0	0	1	2	4
GO:0080177	1	0	0	0	0	0
GO:0080182	0	2	1	1	2	0
GO:0080183	1	0	0	0	0	0
GO:0080186	0	0	1	0	0	0
GO:0080188	0	0	0	0	1	0
GO:0085030	0	0	0	0	0	2
GO:0089702	2	5	2	2	1	5
GO:0089705	1	0	0	0	1	3
GO:0089709	1	1	0	0	0	0
GO:0089714	0	2	0	5	11	17
GO:0089718	1	2	0	0	1	2
GO:0090009	0	0	0	1	0	0
GO:0090026	1	0	1	0	0	0
GO:0090027	1	0	0	0	0	1
GO:0090038	0	2	1	0	0	0
GO:0090042	3	0	1	4	8	9
GO:0090063	1	1	1	0	1	1
GO:0090065	1	0	0	0	0	0
GO:0090071	8	13	11	22	20	27
GO:0090084	1	1	1	0	1	1
GO:0090087	0	1	0	0	0	0
GO:0090090	0	0	0	2	0	0
GO:0090102	0	0	0	1	0	0
GO:0090118	0	0	0	1	0	0
GO:0090124	0	0	0	1	0	1
GO:0090141	2	1	0	0	0	0
GO:0090143	0	1	0	0	2	0
GO:0090181	1	3	4	5	3	3
GO:0090199	0	0	0	1	0	0
GO:0090200	1	0	0	0	0	0
GO:0090201	1	0	0	0	0	0
GO:0090207	1	1	1	0	0	0
GO:0090241	0	0	1	1	0	0
GO:0090244	0	0	0	1	0	0
GO:0090245	0	0	0	1	0	0
GO:0090263	0	1	0	1	0	0
GO:0090266	1	0	0	0	0	1
GO:0090281	0	0	0	0	1	0
GO:0090293	0	0	2	0	0	0
GO:0090297	0	0	0	1	0	0
GO:0090305	0	0	3	4	2	5
GO:0090309	0	0	1	0	0	0
GO:0090313	5	7	3	5	5	1
GO:0090314	0	0	0	1	1	1
GO:0090324	2	1	1	1	0	0
GO:0090327	1	1	1	1	0	0
GO:0090331	1	1	1	2	3	1
GO:0090332	0	0	0	1	2	5
GO:0090333	0	0	1	0	0	0
GO:0090336	2	0	0	0	0	1
GO:0090342	0	0	0	0	0	1
GO:0090344	1	0	0	1	0	0
GO:0090347	1	0	0	1	0	0
GO:0090377	0	0	0	0	2	2
GO:0090378	0	0	0	0	2	2
GO:0090398	0	0	0	1	4	4
GO:0090399	1	1	0	1	0	0
GO:0090409	2	1	2	1	1	0
GO:0090410	1	1	2	1	1	0
GO:0090414	0	1	1	4	8	5
GO:0090461	4	2	1	1	4	1
GO:0090471	1	0	1	0	0	0
GO:0090482	0	0	2	2	2	1
GO:0090483	8	2	5	5	4	0
GO:0090498	0	1	1	0	4	6
GO:0090502	6	7	6	9	8	15
GO:0090503	1	2	3	3	6	6
GO:0090521	0	0	1	0	0	0
GO:0090529	20	23	17	27	19	25
GO:0090554	0	0	0	0	1	1
GO:0090555	0	0	0	0	1	1
GO:0090560	1	0	1	2	4	7
GO:0090563	0	1	2	10	11	14
GO:0090575	0	0	1	0	0	0
GO:0090581	0	0	0	1	0	0
GO:0090606	1	0	0	0	0	0
GO:0090609	0	0	0	1	2	1
GO:0090612	1	0	0	1	1	0
GO:0090613	4	6	3	9	20	24
GO:0090614	20	20	22	27	50	55
GO:0090615	0	0	2	2	0	2
GO:0090630	0	1	0	1	0	0
GO:0090646	1	0	0	0	0	1
GO:0090656	1	1	0	3	0	0
GO:0090657	0	0	0	0	1	3
GO:0090658	0	0	0	2	3	1
GO:0090660	1	0	0	1	0	0
GO:0090711	0	0	1	0	0	0
GO:0090727	0	0	0	1	0	1
GO:0090729	9	13	11	20	11	10
GO:0090734	3	1	2	2	4	4
GO:0093002	0	1	0	0	0	0
GO:0097002	0	0	0	0	1	1
GO:0097009	3	3	3	5	2	7
GO:0097011	2	2	2	3	1	2
GO:0097014	0	0	0	1	1	1
GO:0097023	0	0	0	1	3	3
GO:0097035	0	1	1	0	4	6
GO:0097038	1	2	1	2	1	0
GO:0097040	0	0	0	2	0	0
GO:0097041	0	0	0	2	0	0
GO:0097049	1	2	0	1	2	1
GO:0097053	4	6	6	6	9	5
GO:0097054	21	19	19	17	6	5
GO:0097055	1	1	0	0	0	1
GO:0097056	13	21	18	41	47	63
GO:0097060	2	3	4	3	1	4
GO:0097063	0	2	0	0	0	0
GO:0097066	0	4	1	2	3	1
GO:0097068	1	1	1	3	2	0
GO:0097089	5	2	0	1	0	1
GO:0097090	1	0	0	0	0	0
GO:0097094	0	0	0	1	0	2
GO:0097107	0	1	0	0	0	0
GO:0097110	0	0	0	0	1	0
GO:0097112	2	0	4	4	6	7
GO:0097163	6	9	5	13	21	38
GO:0097164	0	0	0	0	0	1
GO:0097171	24	29	13	48	31	30
GO:0097172	8	7	5	5	5	3
GO:0097173	2	4	3	7	7	8
GO:0097175	14	9	7	10	8	4
GO:0097176	2	3	4	8	4	4
GO:0097184	0	1	0	0	0	0
GO:0097187	0	4	1	2	3	2
GO:0097191	0	0	1	0	0	2
GO:0097193	1	1	1	1	0	2
GO:0097194	0	0	1	0	2	2
GO:0097196	0	0	0	1	2	3
GO:0097201	1	1	1	0	1	1
GO:0097216	3	3	1	1	1	0
GO:0097224	0	0	0	1	0	0
GO:0097225	0	0	0	0	1	0
GO:0097228	0	0	0	1	0	0
GO:0097238	1	0	0	0	0	0
GO:0097241	0	0	0	1	0	0
GO:0097242	1	1	0	0	0	0
GO:0097255	0	0	0	0	0	1
GO:0097264	12	7	6	9	6	7
GO:0097266	2	3	4	0	0	1
GO:0097267	0	0	1	0	0	0
GO:0097268	0	0	0	1	0	0
GO:0097271	1	0	0	2	2	1
GO:0097308	2	1	1	8	3	5
GO:0097327	0	0	0	0	0	1
GO:0097328	0	1	0	0	0	0
GO:0097347	0	0	0	1	1	0
GO:0097351	0	2	1	2	2	2
GO:0097352	0	0	0	2	0	0
GO:0097361	0	0	0	1	0	0
GO:0097363	2	3	3	1	0	1
GO:0097367	41	58	33	82	106	137
GO:0097368	0	0	0	0	1	0
GO:0097374	0	0	0	0	0	1
GO:0097386	1	2	0	1	2	1
GO:0097421	0	0	0	0	2	1
GO:0097428	8	5	4	8	4	4
GO:0097431	0	0	0	2	4	2
GO:0097440	1	2	0	1	3	2
GO:0097441	0	0	0	0	1	1
GO:0097449	2	0	1	1	2	0
GO:0097450	1	0	0	1	0	0
GO:0097457	1	1	1	1	0	0
GO:0097493	0	0	0	1	0	0
GO:0097499	0	1	0	1	0	0
GO:0097502	0	1	1	2	1	2
GO:0097506	9	8	2	1	3	2
GO:0097507	2	0	2	1	0	0
GO:0097526	0	0	0	0	0	1
GO:0097533	0	2	0	0	1	0
GO:0097541	0	0	0	1	0	0
GO:0097542	0	0	0	1	0	0
GO:0097543	0	1	0	1	0	0
GO:0097546	0	0	0	2	2	1
GO:0097550	0	0	0	0	0	1
GO:0097573	0	0	0	1	0	0
GO:0097588	12	14	15	38	22	26
GO:0097589	1	0	0	4	2	7
GO:0097621	2	1	0	0	0	0
GO:0097638	2	1	0	3	2	2
GO:0097640	1	1	0	1	1	0
GO:0097657	2	7	7	17	21	26
GO:0097692	0	0	1	1	2	0
GO:0097697	1	1	1	1	2	2
GO:0097708	0	0	1	1	0	0
GO:0097710	0	0	0	0	1	0
GO:0097711	0	0	0	0	0	1
GO:0097718	1	1	1	1	1	2
GO:0097720	0	1	0	1	0	0
GO:0097730	0	0	0	2	1	0
GO:0097731	1	1	0	0	0	0
GO:0097733	0	0	0	0	1	2
GO:0097745	3	2	3	3	1	0
GO:0097746	0	0	1	1	1	0
GO:0098003	1	3	7	17	14	12
GO:0098004	0	0	0	1	1	1
GO:0098009	0	2	6	18	5	5
GO:0098015	0	0	1	1	1	7
GO:0098021	0	0	0	0	0	1
GO:0098024	0	0	0	0	1	2
GO:0098025	0	0	2	7	5	2
GO:0098026	0	0	1	0	0	0
GO:0098027	0	0	0	5	3	2
GO:0098519	1	4	5	5	1	1
GO:0098530	1	1	0	1	0	0
GO:0098542	0	0	0	1	1	0
GO:0098552	0	2	1	3	0	1
GO:0098561	0	2	1	2	1	1
GO:0098562	1	1	0	1	1	0
GO:0098567	1	0	0	0	0	0
GO:0098591	0	0	0	0	0	1
GO:0098609	1	1	0	3	2	2
GO:0098629	2	0	1	1	0	1
GO:0098655	1	0	0	0	0	0
GO:0098656	2	0	0	4	4	3
GO:0098662	0	0	0	0	1	0
GO:0098670	0	0	1	0	0	1
GO:0098671	0	0	0	0	1	2
GO:0098678	0	2	1	2	2	0
GO:0098685	0	1	0	0	1	0
GO:0098686	0	1	0	0	1	0
GO:0098691	1	0	0	0	1	0
GO:0098693	0	0	0	0	1	0
GO:0098700	1	0	0	0	1	0
GO:0098705	0	1	0	1	0	0
GO:0098706	2	3	6	2	0	0
GO:0098708	1	1	3	2	2	1
GO:0098711	0	1	0	1	0	0
GO:0098712	4	3	1	2	4	2
GO:0098713	40	48	25	88	117	146
GO:0098717	1	0	0	0	0	0
GO:0098719	7	11	6	12	8	3
GO:0098723	1	0	0	0	0	0
GO:0098724	0	0	1	0	0	0
GO:0098732	0	0	1	0	0	0
GO:0098753	0	0	0	1	0	0
GO:0098761	1	2	0	0	0	1
GO:0098779	0	0	0	0	0	1
GO:0098793	1	2	0	1	4	2
GO:0098794	0	1	0	1	1	0
GO:0098796	1	0	0	1	0	0
GO:0098797	4	3	6	10	6	5
GO:0098800	0	0	0	2	0	2
GO:0098809	1	2	0	1	1	0
GO:0098810	1	0	0	1	0	0
GO:0098849	0	0	0	0	0	1
GO:0098855	0	1	0	0	0	0
GO:0098869	0	0	0	6	10	15
GO:0098877	1	2	0	1	2	1
GO:0098900	0	0	0	0	1	1
GO:0098902	0	0	0	0	1	1
GO:0098930	0	0	1	1	0	0
GO:0098932	2	3	3	4	7	4
GO:0098937	0	0	1	1	0	0
GO:0098957	0	0	1	1	0	0
GO:0098958	0	0	1	1	0	0
GO:0098970	2	0	4	4	6	7
GO:0098978	2	2	1	5	4	5
GO:0098982	1	1	0	1	1	2
GO:0098989	0	1	0	1	0	0
GO:0098992	0	0	0	0	1	0
GO:0098993	0	0	0	0	1	1
GO:0098996	0	0	0	0	1	0
GO:0099000	0	1	4	16	8	5
GO:0099001	1	6	8	21	7	10
GO:0099002	1	3	7	13	11	3
GO:0099009	0	0	0	1	0	1
GO:0099015	2	0	2	4	2	0
GO:0099018	0	0	1	2	0	0
GO:0099029	0	0	1	1	0	0
GO:0099031	0	0	0	1	2	2
GO:0099033	0	0	0	1	2	2
GO:0099038	0	0	0	0	0	1
GO:0099040	0	0	0	0	1	1
GO:0099045	0	1	0	1	2	2
GO:0099053	0	1	0	0	2	1
GO:0099055	1	0	0	0	1	2
GO:0099056	1	0	0	1	0	1
GO:0099060	0	1	0	0	0	0
GO:0099061	0	1	0	0	0	0
GO:0099066	0	0	0	0	1	0
GO:0099072	0	0	1	1	0	0
GO:0099115	0	0	0	1	2	1
GO:0099128	1	0	0	0	0	0
GO:0099144	2	0	4	3	6	7
GO:0099175	0	0	0	1	2	2
GO:0099190	1	0	0	0	0	0
GO:0099402	0	1	1	3	2	3
GO:0099503	3	1	3	4	1	3
GO:0099508	0	0	0	0	0	1
GO:0099523	0	0	0	1	0	0
GO:0099524	0	0	0	1	0	0
GO:0099527	0	0	0	1	0	0
GO:0099544	1	2	0	1	2	1
GO:0099559	1	0	0	0	0	0
GO:0099572	2	0	4	4	6	7
GO:0099575	0	0	0	0	1	0
GO:0099617	0	0	2	1	0	0
GO:0099618	0	1	0	0	1	1
GO:0099619	0	1	0	0	1	1
GO:0099620	0	2	2	0	0	1
GO:0099621	3	2	2	5	4	6
GO:0099634	2	0	4	4	6	7
GO:0099641	0	0	0	0	0	1
GO:0099738	0	0	0	0	0	1
GO:0101006	3	4	4	6	3	7
GO:0101016	0	0	0	1	0	0
GO:0101030	9	13	10	25	28	36
GO:0102007	6	3	1	5	7	7
GO:0102009	15	19	12	27	38	42
GO:0102025	2	4	1	4	3	2
GO:0102027	36	40	26	65	69	68
GO:0102028	14	9	2	8	5	4
GO:0102035	1	1	0	1	0	1
GO:0102036	3	6	6	21	36	47
GO:0102039	0	1	1	4	1	0
GO:0102040	23	22	18	31	25	24
GO:0102041	2	2	1	5	8	22
GO:0102042	2	0	0	3	2	6
GO:0102043	2	0	2	4	8	15
GO:0102053	0	1	0	0	1	2
GO:0102054	0	0	0	0	0	1
GO:0102057	0	1	0	0	1	2
GO:0102058	0	1	0	0	1	2
GO:0102077	1	0	0	0	0	0
GO:0102082	3	2	5	6	2	3
GO:0102084	1	2	5	8	5	7
GO:0102094	36	40	26	65	69	68
GO:0102096	2	2	3	7	8	22
GO:0102100	1	0	0	0	0	2
GO:0102102	1	2	0	0	0	0
GO:0102121	3	0	1	0	1	1
GO:0102127	1	2	2	2	4	8
GO:0102130	9	5	4	8	8	5
GO:0102131	58	70	60	142	127	171
GO:0102132	58	70	60	142	127	171
GO:0102139	3	2	1	0	0	1
GO:0102143	0	0	0	3	4	3
GO:0102144	0	0	0	3	4	3
GO:0102148	7	5	7	13	22	10
GO:0102155	3	3	1	3	4	2
GO:0102164	1	0	0	0	0	0
GO:0102166	1	2	0	0	0	0
GO:0102167	1	2	0	0	0	0
GO:0102175	0	2	1	3	2	3
